cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE"
Housing,"Gross Rent","Less than $500",13412,"(+/- 2068 )",23886,"(+/- 2243 )",12153,"(+/- 1988 )",9567,"(+/- 1773 )"
Housing,"Gross Rent","$500 to $999",39308,"(+/- 3674 )",49780,"(+/- 3523 )",37260,"(+/- 3227 )",51007,"(+/- 4898 )"
Housing,"Gross Rent","$1,000 to $1,499",17328,"(+/- 2239 )",12921,"(+/- 2450 )",13110,"(+/- 2110 )",19525,"(+/- 2864 )"
Housing,"Gross Rent","$1,500 to $1,999",2695,"(+/- 946 )",591,"(+/- 360 )",3083,"(+/- 1136 )",2592,"(+/- 958 )"
Housing,"Gross Rent","$2,000 to $2,499",305,"(+/- 216 )",175,"(+/- 188 )",225,"(+/- 258 )",869,"(+/- 503 )"
Housing,"Gross Rent","$2,500 to $2,999",127,"(+/- 215 )",0,"(+/- 226 )",87,"(+/- 98 )",312,"(+/- 420 )"
Housing,"Gross Rent","$3,000 or more",0,"(+/- 226 )",0,"(+/- 226 )",156,"(+/- 256 )",110,"(+/- 183 )"
Housing,"Gross Rent","Median (dollars)",795,"(+/- 29 )",695,"(+/- 26 )",776,"(+/- 21 )",850,"(+/- 26 )"
Housing,"Gross Rent","No rent paid",8897,"(+/- 1720 )",16014,"(+/- 2037 )",14015,"(+/- 2224 )",10068,"(+/- 2122 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",278795,"(+/- 5061 )",251496,"(+/- 5420 )",280709,"(+/- 5877 )",289229,"(+/- 5813 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",18478,"(+/- 2476 )",33385,"(+/- 3264 )",27374,"(+/- 2997 )",22835,"(+/- 2786 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",16857,"(+/- 2681 )",17949,"(+/- 2512 )",21040,"(+/- 3057 )",16349,"(+/- 2233 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",32758,"(+/- 2810 )",38738,"(+/- 4053 )",30502,"(+/- 3182 )",35949,"(+/- 3691 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",29965,"(+/- 2562 )",28680,"(+/- 2997 )",26482,"(+/- 2946 )",37848,"(+/- 3489 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",40639,"(+/- 3063 )",37205,"(+/- 3141 )",35226,"(+/- 3525 )",37998,"(+/- 3911 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",49375,"(+/- 3656 )",40463,"(+/- 3801 )",48992,"(+/- 4265 )",52688,"(+/- 4549 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",37278,"(+/- 3455 )",22784,"(+/- 2365 )",33181,"(+/- 3145 )",29582,"(+/- 2760 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",31975,"(+/- 2866 )",19976,"(+/- 2326 )",33403,"(+/- 2939 )",34523,"(+/- 3266 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",12447,"(+/- 1863 )",6531,"(+/- 1233 )",12860,"(+/- 2228 )",12333,"(+/- 1815 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",9023,"(+/- 1606 )",5785,"(+/- 1354 )",11649,"(+/- 1567 )",9124,"(+/- 1644 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",50243,"(+/- 2000 )",37372,"(+/- 1589 )",49863,"(+/- 1970 )",47340,"(+/- 1904 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",68794,"(+/- 2357 )",54809,"(+/- 2443 )",69327,"(+/- 2632 )",66313,"(+/- 2818 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",756768,"(+/- 4638 )",673442,"(+/- 8031 )",720203,"(+/- 8071 )",754196,"(+/- 3268 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",670547,"(+/- 8988 )",577260,"(+/- 9178 )",632362,"(+/- 9299 )",647568,"(+/- 9800 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",488597,"(+/- 12335 )",315853,"(+/- 10556 )",453549,"(+/- 12377 )",447351,"(+/- 14489 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",261900,"(+/- 10102 )",323590,"(+/- 9266 )",261923,"(+/- 10344 )",297669,"(+/- 9896 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",86221,"(+/- 7412 )",96182,"(+/- 5834 )",87841,"(+/- 7143 )",106628,"(+/- 9715 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",190194,"(+/- 2898 )",182151,"(+/- 3847 )",179461,"(+/- 4798 )",192835,"(+/- 3541 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",10635,"(+/- 1867 )",9169,"(+/- 2122 )",12167,"(+/- 2848 )",13742,"(+/- 3510 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.2,"(+/- 1.2 )",20.5,"(+/- 1.9 )",13.9,"(+/- 1.7 )",15.3,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",15.5,"(+/- 2.2 )",34.3,"(+/- 3.3 )",21.8,"(+/- 3.2 )",24.8,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",15.5,"(+/- 4.9 )",34.9,"(+/- 7.7 )",26.2,"(+/- 8.6 )",15.6,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.8,"(+/- 0.8 )",6.8,"(+/- 1.5 )",5.2,"(+/- 1.0 )",6.3,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.1,"(+/- 1.4 )",10.0,"(+/- 3.4 )",7.0,"(+/- 1.9 )",9.9,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.6,"(+/- 4.4 )",15.4,"(+/- 9.0 )",5.9,"(+/- 5.3 )",5.1,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",28.9,"(+/- 3.9 )",39.6,"(+/- 3.4 )",37.6,"(+/- 5.7 )",39.3,"(+/- 5.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",37.7,"(+/- 5.8 )",53.2,"(+/- 4.5 )",44.0,"(+/- 7.7 )",48.7,"(+/- 6.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",38.1,"(+/- 13.3 )",52.8,"(+/- 12.9 )",57.9,"(+/- 18.4 )",39.0,"(+/- 14.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.9,"(+/- 1.1 )",25.9,"(+/- 1.5 )",18.9,"(+/- 1.7 )",19.4,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",18.9,"(+/- 2.4 )",40.1,"(+/- 3.5 )",25.2,"(+/- 3.9 )",28.8,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",18.7,"(+/- 2.4 )",39.9,"(+/- 3.6 )",25.1,"(+/- 3.9 )",28.4,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",21.8,"(+/- 4.0 )",47.0,"(+/- 5.2 )",30.9,"(+/- 6.5 )",23.7,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",17.7,"(+/- 2.6 )",37.5,"(+/- 3.7 )",23.1,"(+/- 3.9 )",30.0,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.7,"(+/- 1.0 )",21.2,"(+/- 1.2 )",16.9,"(+/- 1.4 )",16.6,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.3,"(+/- 1.6 )",18.0,"(+/- 2.1 )",13.4,"(+/- 1.6 )",9.7,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.7,"(+/- 1.3 )",23.4,"(+/- 1.8 )",15.2,"(+/- 1.9 )",17.6,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",31.0,"(+/- 2.3 )",37.2,"(+/- 2.6 )",34.2,"(+/- 3.2 )",28.1,"(+/- 2.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",196245,"(+/- 4982 )",181139,"(+/- 5638 )",183606,"(+/- 6766 )",193568,"(+/- 5946 )"
Education,"School Enrollment","Nursery school, preschool",12812,"(+/- 2190 )",13735,"(+/- 2155 )",14340,"(+/- 2493 )",11517,"(+/- 2185 )"
Education,"School Enrollment",Kindergarten,8839,"(+/- 1966 )",10813,"(+/- 1986 )",9663,"(+/- 2010 )",9309,"(+/- 2030 )"
Education,"School Enrollment","Elementary school (grades 1-8)",81084,"(+/- 2915 )",81236,"(+/- 3488 )",75867,"(+/- 4187 )",85396,"(+/- 3058 )"
Education,"School Enrollment","High school (grades 9-12)",42979,"(+/- 2911 )",34511,"(+/- 2840 )",36356,"(+/- 3473 )",41840,"(+/- 3147 )"
Education,"School Enrollment","College or graduate school",50531,"(+/- 3729 )",40844,"(+/- 3980 )",47380,"(+/- 4291 )",45506,"(+/- 3951 )"
Education,"Educational Attainment","Population 25 years and over",510727,"(+/- 4186 )",453070,"(+/- 7243 )",493902,"(+/- 6497 )",521965,"(+/- 3939 )"
Education,"Educational Attainment","Less than 9th grade",23868,"(+/- 3073 )",25318,"(+/- 2584 )",22289,"(+/- 2347 )",19902,"(+/- 2456 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",53504,"(+/- 3939 )",54532,"(+/- 4182 )",48944,"(+/- 4062 )",42560,"(+/- 3949 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",160298,"(+/- 6611 )",143574,"(+/- 6155 )",134250,"(+/- 7231 )",160487,"(+/- 7934 )"
Education,"Educational Attainment","Some college, no degree",110904,"(+/- 7029 )",103192,"(+/- 5871 )",103586,"(+/- 6354 )",123257,"(+/- 7194 )"
Education,"Educational Attainment","Associate's degree",52530,"(+/- 4473 )",40340,"(+/- 3283 )",53820,"(+/- 3883 )",60758,"(+/- 5000 )"
Education,"Educational Attainment","Bachelor's degree",66016,"(+/- 3962 )",52592,"(+/- 3776 )",78887,"(+/- 5326 )",73217,"(+/- 5337 )"
Education,"Educational Attainment","Graduate or professional degree",43607,"(+/- 3847 )",33522,"(+/- 3711 )",52126,"(+/- 4238 )",41784,"(+/- 4214 )"
Education,"Educational Attainment","Percent high school graduate or higher",84.9,"(+/- 0.9 )",82.4,"(+/- 0.9 )",85.6,"(+/- 0.9 )",88.0,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",21.5,"(+/- 1.2 )",19.0,"(+/- 1.1 )",26.5,"(+/- 1.4 )",22.0,"(+/- 1.2 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",237735,G,187707,G,268535,G,228684,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",898,G,934,G,1897,G,753,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",514,H,208,G,1639,G,983,H
Business,"Paid employees for pay period including March 12",Utilities,1402,G,3068,J,1751,G,3279,H
Business,"Paid employees for pay period including March 12",Construction,8066,G,7667,G,14270,G,12993,G
Business,"Paid employees for pay period including March 12",Manufacturing,54316,G,31564,G,28529,H,33284,G
Business,"Paid employees for pay period including March 12","Wholesale trade",11032,G,7544,G,12531,G,5339,G
Business,"Paid employees for pay period including March 12","Retail trade",35984,G,26889,G,38260,G,36385,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",16501,G,8558,G,11154,G,5203,G
Business,"Paid employees for pay period including March 12",Information,2601,G,2740,H,5658,G,2498,G
Business,"Paid employees for pay period including March 12","Finance and insurance",6558,H,5337,H,13109,H,7170,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2020,G,1784,G,3373,H,2534,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5621,G,4890,G,11256,G,7973,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1598,G,1924,G,2587,G,2279,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13955,G,8302,G,11366,G,9944,G
Business,"Paid employees for pay period including March 12","Educational services",2555,G,5125,H,5586,G,2470,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",33904,G,35627,G,57207,G,41622,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2010,G,1416,G,2319,G,2496,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",28639,G,26186,G,34315,G,42170,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9507,G,7917,G,11701,G,9267,G
Business,"Paid employees for pay period including March 12","Industries not classified",54,G,27,J,27,J,42,J
Business,"Annual payroll ($1,000)","Total for all sectors",8612974,G,7040914,G,11188876,G,9270265,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",42217,G,39569,G,87800,G,29888,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",31744,H,10526,G,129816,G,63369,H
Business,"Annual payroll ($1,000)",Utilities,87486,G,324153,J,139448,H,272294,H
Business,"Annual payroll ($1,000)",Construction,358687,G,379149,G,830843,G,680689,G
Business,"Annual payroll ($1,000)",Manufacturing,2380760,G,1528810,H,1304046,H,2040541,H
Business,"Annual payroll ($1,000)","Wholesale trade",542348,G,387816,G,725450,G,278246,G
Business,"Annual payroll ($1,000)","Retail trade",883468,G,649012,G,980282,G,895703,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",714078,G,393056,G,521842,G,236800,G
Business,"Annual payroll ($1,000)",Information,115950,H,130407,H,268066,G,109899,G
Business,"Annual payroll ($1,000)","Finance and insurance",365222,G,267557,G,878285,G,400966,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",68390,G,54686,G,146063,G,89851,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",289410,G,251243,G,669651,G,374422,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",108426,G,99047,H,200668,G,149803,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",401017,G,238782,G,301690,G,304500,G
Business,"Annual payroll ($1,000)","Educational services",54394,G,132867,G,149840,G,70755,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1486849,G,1446049,G,2927420,G,2199437,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",36411,H,32326,G,43053,G,46563,G
Business,"Annual payroll ($1,000)","Accommodation and food services",401995,G,473148,H,564936,H,797099,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",243365,G,202323,G,319027,G,228708,G
Business,"Annual payroll ($1,000)","Industries not classified",757,G,388,H,650,H,732,H
Business,"Total Establishments","Total for all sectors",14644,X,12506,X,17341,X,14392,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",134,X,156,X,262,X,130,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",22,X,29,X,129,X,110,X
Business,"Total Establishments",Utilities,124,X,152,X,154,X,148,X
Business,"Total Establishments",Construction,958,X,718,X,1206,X,1004,X
Business,"Total Establishments",Manufacturing,762,X,404,X,498,X,445,X
Business,"Total Establishments","Wholesale trade",664,X,580,X,815,X,544,X
Business,"Total Establishments","Retail trade",3028,X,2525,X,3048,X,2820,X
Business,"Total Establishments","Transportation and warehousing",685,X,484,X,571,X,465,X
Business,"Total Establishments",Information,243,X,247,X,312,X,234,X
Business,"Total Establishments","Finance and insurance",1094,X,931,X,1488,X,1065,X
Business,"Total Establishments","Real estate and rental and leasing",511,X,539,X,738,X,622,X
Business,"Total Establishments","Professional, scientific, and technical services",942,X,804,X,1665,X,1213,X
Business,"Total Establishments","Management of companies and enterprises",56,X,64,X,131,X,87,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",571,X,444,X,702,X,551,X
Business,"Total Establishments","Educational services",139,X,139,X,175,X,123,X
Business,"Total Establishments","Health care and social assistance",1533,X,1503,X,1827,X,1592,X
Business,"Total Establishments","Arts, entertainment, and recreation",172,X,152,X,193,X,178,X
Business,"Total Establishments","Accommodation and food services",1417,X,1170,X,1516,X,1543,X
Business,"Total Establishments","Other services (except public administration)",1553,X,1436,X,1880,X,1493,X
Business,"Total Establishments","Industries not classified",36,X,29,X,31,X,25,X

"Source: 2018 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. Beginning with reference year 2017, a cell is only published if it contains three or more establishments.  In all other cases, the cell is not included in the release (i.e., it is dropped from publication).  In prior years, employment and payroll values for cells with fewer than three establishments would have been suppressed; however, the number of establishments would have been published."
"5. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
