cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",32116,"(+/- 3490 )",38045,"(+/- 3597 )",29739,"(+/- 3254 )",40853,"(+/- 4315 )",39871,"(+/- 4488 )",36677,"(+/- 3466 )",35999,"(+/- 3746 )",26361,"(+/- 3279 )",28576,"(+/- 3236 )",31431,"(+/- 3909 )",39068,"(+/- 4334 )",50578,"(+/- 4512 )",40572,"(+/- 3814 )",43096,"(+/- 4136 )",27490,"(+/- 2785 )",26652,"(+/- 3936 )",33660,"(+/- 4118 )",25637,"(+/- 3017 )",34392,"(+/- 3489 )",38515,"(+/- 4006 )",19258,"(+/- 2952 )",23519,"(+/- 3026 )",22351,"(+/- 3334 )",46188,"(+/- 4513 )",30412,"(+/- 3266 )",37407,"(+/- 4179 )",37798,"(+/- 3677 )",55455,"(+/- 4144 )",43292,"(+/- 4092 )",47426,"(+/- 4425 )",32224,"(+/- 3321 )",35267,"(+/- 3366 )",33822,"(+/- 3167 )",56643,"(+/- 4197 )",35749,"(+/- 4395 )",41453,"(+/- 4578 )",45757,"(+/- 4332 )",35071,"(+/- 3544 )",34868,"(+/- 3600 )",38679,"(+/- 3270 )",31881,"(+/- 3113 )",34107,"(+/- 4213 )",43954,"(+/- 4012 )",32107,"(+/- 3789 )",35123,"(+/- 4062 )",51394,"(+/- 4969 )",41070,"(+/- 3586 )",40542,"(+/- 3782 )",37388,"(+/- 4065 )",42087,"(+/- 5062 )",39821,"(+/- 4006 )",38942,"(+/- 4356 )",46084,"(+/- 5306 )"
Workers,Industry,"Other services, except public administration",14894,"(+/- 2349 )",15132,"(+/- 2153 )",14577,"(+/- 2401 )",18036,"(+/- 2484 )",20506,"(+/- 2660 )",15912,"(+/- 2553 )",17301,"(+/- 2908 )",15023,"(+/- 2727 )",14828,"(+/- 2695 )",14355,"(+/- 2334 )",20696,"(+/- 2863 )",18674,"(+/- 2718 )",25658,"(+/- 3046 )",18048,"(+/- 2171 )",14278,"(+/- 1995 )",12510,"(+/- 2323 )",13216,"(+/- 2364 )",11784,"(+/- 1953 )",18183,"(+/- 2454 )",16030,"(+/- 2399 )",8147,"(+/- 1759 )",13042,"(+/- 2255 )",13422,"(+/- 2798 )",18702,"(+/- 3142 )",14768,"(+/- 1947 )",20840,"(+/- 2874 )",21250,"(+/- 2685 )",23800,"(+/- 3384 )",25809,"(+/- 2789 )",22622,"(+/- 3317 )",18309,"(+/- 2758 )",18895,"(+/- 2682 )",15857,"(+/- 2369 )",23925,"(+/- 2506 )",22584,"(+/- 3187 )",21994,"(+/- 3737 )",21477,"(+/- 2936 )",18037,"(+/- 2661 )",15880,"(+/- 2189 )",19610,"(+/- 2254 )",17142,"(+/- 2371 )",17196,"(+/- 2853 )",22172,"(+/- 2432 )",19315,"(+/- 2460 )",19767,"(+/- 2532 )",19438,"(+/- 2700 )",19773,"(+/- 2584 )",21492,"(+/- 2779 )",21142,"(+/- 3125 )",18640,"(+/- 2497 )",17912,"(+/- 2938 )",16368,"(+/- 3179 )",21885,"(+/- 2864 )"
Workers,Industry,"Public administration",21245,"(+/- 2805 )",16014,"(+/- 2174 )",22738,"(+/- 2911 )",24636,"(+/- 2842 )",15522,"(+/- 2599 )",35488,"(+/- 3259 )",37828,"(+/- 2765 )",19965,"(+/- 2664 )",17194,"(+/- 2648 )",14890,"(+/- 2145 )",15276,"(+/- 2096 )",14758,"(+/- 2216 )",16871,"(+/- 2327 )",16198,"(+/- 2264 )",12729,"(+/- 2123 )",15467,"(+/- 2528 )",10537,"(+/- 2154 )",8656,"(+/- 1524 )",12767,"(+/- 1676 )",13507,"(+/- 1768 )",15087,"(+/- 2433 )",21946,"(+/- 3003 )",27995,"(+/- 3991 )",14117,"(+/- 2009 )",16495,"(+/- 2251 )",20314,"(+/- 2373 )",17342,"(+/- 2215 )",10459,"(+/- 2057 )",10644,"(+/- 1835 )",8254,"(+/- 1523 )",18650,"(+/- 2468 )",13548,"(+/- 2143 )",8127,"(+/- 1506 )",10488,"(+/- 1645 )",15135,"(+/- 2296 )",12976,"(+/- 2127 )",13454,"(+/- 2083 )",14297,"(+/- 1994 )",14372,"(+/- 2117 )",8671,"(+/- 1510 )",16162,"(+/- 2311 )",25140,"(+/- 3229 )",11951,"(+/- 1781 )",11913,"(+/- 2361 )",12308,"(+/- 1954 )",10164,"(+/- 1931 )",11853,"(+/- 1740 )",10029,"(+/- 1672 )",12200,"(+/- 1941 )",16983,"(+/- 2379 )",20679,"(+/- 2920 )",16054,"(+/- 2129 )",25593,"(+/- 3301 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",299668,"(+/- 6640 )",343868,"(+/- 6822 )",335367,"(+/- 6080 )",343019,"(+/- 7942 )",372431,"(+/- 8895 )",370793,"(+/- 9455 )",367575,"(+/- 8763 )",264457,"(+/- 8176 )",341905,"(+/- 6962 )",334499,"(+/- 6994 )",380069,"(+/- 7041 )",481017,"(+/- 6850 )",414325,"(+/- 8630 )",417400,"(+/- 8219 )",403744,"(+/- 8476 )",292779,"(+/- 9018 )",442953,"(+/- 8115 )",380274,"(+/- 9116 )",385650,"(+/- 10602 )",345120,"(+/- 7289 )",263952,"(+/- 10679 )",334061,"(+/- 9444 )",302987,"(+/- 9571 )",354158,"(+/- 6946 )",325250,"(+/- 7896 )",354043,"(+/- 6496 )",364788,"(+/- 7987 )",388105,"(+/- 10368 )",366746,"(+/- 13987 )",412751,"(+/- 14316 )",352798,"(+/- 8184 )",342648,"(+/- 9979 )",361761,"(+/- 9421 )",373876,"(+/- 9553 )",360079,"(+/- 9093 )",301378,"(+/- 8428 )",395868,"(+/- 14299 )",344351,"(+/- 9649 )",366268,"(+/- 8372 )",327244,"(+/- 8846 )",356456,"(+/- 8766 )",377243,"(+/- 10510 )",377402,"(+/- 12796 )",329514,"(+/- 12674 )",406531,"(+/- 8779 )",376252,"(+/- 9114 )",362313,"(+/- 10380 )",372363,"(+/- 9310 )",349517,"(+/- 8917 )",351242,"(+/- 10359 )",306358,"(+/- 10205 )",398767,"(+/- 10109 )",404118,"(+/- 12925 )"
Workers,"Class of Worker","Private wage and salary workers",209861,"(+/- 6264 )",248542,"(+/- 7083 )",240959,"(+/- 6633 )",253971,"(+/- 7128 )",288388,"(+/- 8178 )",266535,"(+/- 9056 )",264339,"(+/- 8303 )",190656,"(+/- 8316 )",269277,"(+/- 8319 )",264331,"(+/- 7127 )",298178,"(+/- 8068 )",399287,"(+/- 7837 )",310804,"(+/- 7979 )",338594,"(+/- 7324 )",333392,"(+/- 8873 )",222206,"(+/- 8256 )",385872,"(+/- 8819 )",320336,"(+/- 8929 )",316203,"(+/- 9839 )",261785,"(+/- 7433 )",211916,"(+/- 10461 )",248542,"(+/- 7784 )",217083,"(+/- 9460 )",269905,"(+/- 6207 )",250991,"(+/- 6862 )",276678,"(+/- 6371 )",276233,"(+/- 6800 )",303451,"(+/- 8796 )",284826,"(+/- 12068 )",331655,"(+/- 12287 )",278213,"(+/- 7539 )",271512,"(+/- 8779 )",285178,"(+/- 7987 )",292297,"(+/- 8498 )",291415,"(+/- 8899 )",225768,"(+/- 8104 )",307243,"(+/- 12930 )",274423,"(+/- 9947 )",291346,"(+/- 8051 )",271675,"(+/- 8171 )",285098,"(+/- 8502 )",286919,"(+/- 10085 )",296869,"(+/- 11146 )",267066,"(+/- 11001 )",321592,"(+/- 8348 )",314302,"(+/- 9482 )",280894,"(+/- 9671 )",299168,"(+/- 8526 )",276499,"(+/- 7552 )",275048,"(+/- 9484 )",232013,"(+/- 9249 )",309622,"(+/- 9438 )",307605,"(+/- 12360 )"
Workers,"Class of Worker","Government workers",60373,"(+/- 4044 )",48739,"(+/- 3812 )",71163,"(+/- 4445 )",57345,"(+/- 4558 )",53727,"(+/- 4151 )",76160,"(+/- 5020 )",77507,"(+/- 4638 )",52722,"(+/- 4639 )",50553,"(+/- 4450 )",49175,"(+/- 4210 )",49559,"(+/- 3432 )",49153,"(+/- 4290 )",64399,"(+/- 4406 )",51272,"(+/- 4431 )",48105,"(+/- 3938 )",49917,"(+/- 4739 )",39493,"(+/- 4024 )",35143,"(+/- 2856 )",45842,"(+/- 3444 )",54447,"(+/- 3597 )",38695,"(+/- 3838 )",62133,"(+/- 4693 )",66005,"(+/- 6177 )",57762,"(+/- 4840 )",50133,"(+/- 4026 )",53495,"(+/- 4369 )",56019,"(+/- 4260 )",35755,"(+/- 2995 )",38972,"(+/- 3518 )",37055,"(+/- 3629 )",56908,"(+/- 3761 )",46358,"(+/- 3648 )",38736,"(+/- 3526 )",33240,"(+/- 2671 )",45029,"(+/- 3509 )",42898,"(+/- 4601 )",47664,"(+/- 4134 )",50162,"(+/- 3383 )",48923,"(+/- 3674 )",30786,"(+/- 2854 )",49626,"(+/- 3920 )",65798,"(+/- 4924 )",50314,"(+/- 4081 )",41334,"(+/- 4118 )",50885,"(+/- 4066 )",34806,"(+/- 3654 )",51010,"(+/- 3963 )",37298,"(+/- 3191 )",40143,"(+/- 4075 )",44239,"(+/- 3983 )",49201,"(+/- 4467 )",55505,"(+/- 4232 )",66643,"(+/- 5749 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",28904,"(+/- 3208 )",45636,"(+/- 3837 )",22760,"(+/- 3320 )",31017,"(+/- 2938 )",29416,"(+/- 2783 )",27898,"(+/- 3211 )",25325,"(+/- 2734 )",20038,"(+/- 3330 )",21685,"(+/- 2525 )",20362,"(+/- 2555 )",31659,"(+/- 3564 )",31849,"(+/- 3509 )",38480,"(+/- 4349 )",26894,"(+/- 3765 )",21609,"(+/- 2729 )",20059,"(+/- 2974 )",16414,"(+/- 2191 )",23553,"(+/- 2499 )",22952,"(+/- 2510 )",28284,"(+/- 2720 )",12702,"(+/- 2305 )",22884,"(+/- 2873 )",19459,"(+/- 2824 )",25824,"(+/- 2560 )",23437,"(+/- 2419 )",23528,"(+/- 2860 )",31323,"(+/- 4439 )",48284,"(+/- 3908 )",42278,"(+/- 3667 )",42769,"(+/- 3465 )",17086,"(+/- 2980 )",24290,"(+/- 2718 )",37252,"(+/- 2965 )",48209,"(+/- 4190 )",23056,"(+/- 3067 )",31258,"(+/- 3638 )",39814,"(+/- 3499 )",19385,"(+/- 2694 )",25166,"(+/- 3133 )",24430,"(+/- 2609 )",21518,"(+/- 3178 )",23164,"(+/- 3224 )",29543,"(+/- 3031 )",20673,"(+/- 2781 )",33071,"(+/- 3230 )",26131,"(+/- 3300 )",29394,"(+/- 3458 )",34922,"(+/- 3385 )",32086,"(+/- 4083 )",30918,"(+/- 3471 )",24531,"(+/- 3534 )",32530,"(+/- 4014 )",29393,"(+/- 3108 )"
Workers,"Class of Worker","Unpaid family workers",530,"(+/- 272 )",951,"(+/- 533 )",485,"(+/- 298 )",686,"(+/- 376 )",900,"(+/- 562 )",200,"(+/- 172 )",404,"(+/- 261 )",1041,"(+/- 1220 )",390,"(+/- 226 )",631,"(+/- 347 )",673,"(+/- 392 )",728,"(+/- 418 )",642,"(+/- 384 )",640,"(+/- 320 )",638,"(+/- 369 )",597,"(+/- 315 )",1174,"(+/- 499 )",1242,"(+/- 500 )",653,"(+/- 303 )",604,"(+/- 355 )",639,"(+/- 408 )",502,"(+/- 350 )",440,"(+/- 332 )",667,"(+/- 356 )",689,"(+/- 475 )",342,"(+/- 224 )",1213,"(+/- 567 )",615,"(+/- 459 )",670,"(+/- 421 )",1272,"(+/- 598 )",591,"(+/- 343 )",488,"(+/- 310 )",595,"(+/- 350 )",130,"(+/- 126 )",579,"(+/- 417 )",1454,"(+/- 1351 )",1147,"(+/- 587 )",381,"(+/- 212 )",833,"(+/- 471 )",353,"(+/- 236 )",214,"(+/- 183 )",1362,"(+/- 646 )",676,"(+/- 466 )",441,"(+/- 318 )",983,"(+/- 514 )",1013,"(+/- 561 )",1015,"(+/- 504 )",975,"(+/- 448 )",789,"(+/- 555 )",1037,"(+/- 661 )",613,"(+/- 425 )",1110,"(+/- 712 )",477,"(+/- 295 )"
Housing,"Housing Occupancy","Total housing units",313616,"(+/- 2951 )",321642,"(+/- 3445 )",275348,"(+/- 3695 )",371336,"(+/- 3337 )",293052,"(+/- 4689 )",293219,"(+/- 4700 )",282288,"(+/- 4600 )",304813,"(+/- 5038 )",258370,"(+/- 4772 )",251334,"(+/- 2690 )",281944,"(+/- 3972 )",369976,"(+/- 2703 )",318117,"(+/- 4415 )",269681,"(+/- 3473 )",266833,"(+/- 4825 )",231051,"(+/- 3543 )",281828,"(+/- 4541 )",297048,"(+/- 4832 )",237857,"(+/- 4218 )",253991,"(+/- 2287 )",209479,"(+/- 5656 )",262541,"(+/- 3998 )",275854,"(+/- 5243 )",288483,"(+/- 1471 )",233085,"(+/- 5228 )",247311,"(+/- 2444 )",263223,"(+/- 6190 )",328824,"(+/- 6108 )",224774,"(+/- 5678 )",302277,"(+/- 8323 )",243978,"(+/- 5564 )",209828,"(+/- 4076 )",326929,"(+/- 6543 )",282548,"(+/- 5892 )",212152,"(+/- 4582 )",371370,"(+/- 5916 )",306724,"(+/- 7319 )",210725,"(+/- 4248 )",238145,"(+/- 4889 )",187465,"(+/- 4573 )",205811,"(+/- 4458 )",252239,"(+/- 5270 )",261400,"(+/- 6507 )",199233,"(+/- 4697 )",301841,"(+/- 5920 )",205086,"(+/- 4278 )",258045,"(+/- 5978 )",289410,"(+/- 5757 )",287475,"(+/- 6733 )",263842,"(+/- 5944 )",230227,"(+/- 5586 )",315338,"(+/- 6720 )",298006,"(+/- 6112 )"
Housing,"Housing Occupancy","Occupied housing units",271323,"(+/- 4250 )",285860,"(+/- 4071 )",255155,"(+/- 4336 )",286740,"(+/- 5075 )",268680,"(+/- 4533 )",281104,"(+/- 5058 )",272771,"(+/- 4418 )",228723,"(+/- 4931 )",241764,"(+/- 5129 )",238915,"(+/- 3431 )",268492,"(+/- 3908 )",331958,"(+/- 4953 )",294896,"(+/- 4649 )",255130,"(+/- 3834 )",254639,"(+/- 4766 )",217249,"(+/- 4061 )",264673,"(+/- 4555 )",271858,"(+/- 4858 )",228533,"(+/- 4498 )",231132,"(+/- 3716 )",196617,"(+/- 5271 )",250996,"(+/- 4239 )",247660,"(+/- 5415 )",257087,"(+/- 3617 )",221082,"(+/- 4585 )",227406,"(+/- 3192 )",243697,"(+/- 5093 )",295486,"(+/- 5376 )",211871,"(+/- 5838 )",282925,"(+/- 7591 )",229969,"(+/- 5252 )",202442,"(+/- 3850 )",291655,"(+/- 5400 )",257349,"(+/- 5610 )",201969,"(+/- 4384 )",277381,"(+/- 5332 )",275527,"(+/- 6417 )",203171,"(+/- 4260 )",229737,"(+/- 4246 )",179420,"(+/- 4279 )",195146,"(+/- 4360 )",236023,"(+/- 5453 )",246103,"(+/- 6575 )",191030,"(+/- 4510 )",281965,"(+/- 5257 )",194502,"(+/- 4358 )",243994,"(+/- 5978 )",264799,"(+/- 5415 )",253903,"(+/- 5839 )",245557,"(+/- 5586 )",207851,"(+/- 5888 )",287694,"(+/- 6357 )",276264,"(+/- 6263 )"
Housing,"Housing Occupancy","Vacant housing units",42293,"(+/- 3804 )",35782,"(+/- 3306 )",20193,"(+/- 2671 )",84596,"(+/- 4203 )",24372,"(+/- 3057 )",12115,"(+/- 2063 )",9517,"(+/- 2187 )",76090,"(+/- 3841 )",16606,"(+/- 2438 )",12419,"(+/- 2620 )",13452,"(+/- 2486 )",38018,"(+/- 4455 )",23221,"(+/- 3167 )",14551,"(+/- 2583 )",12194,"(+/- 2104 )",13802,"(+/- 2367 )",17155,"(+/- 3104 )",25190,"(+/- 2618 )",9324,"(+/- 2103 )",22859,"(+/- 2563 )",12862,"(+/- 2194 )",11545,"(+/- 2483 )",28194,"(+/- 3189 )",31396,"(+/- 3331 )",12003,"(+/- 2175 )",19905,"(+/- 2947 )",19526,"(+/- 3325 )",33338,"(+/- 4225 )",12903,"(+/- 2135 )",19352,"(+/- 3188 )",14009,"(+/- 2126 )",7386,"(+/- 1579 )",35274,"(+/- 4174 )",25199,"(+/- 2761 )",10183,"(+/- 1688 )",93989,"(+/- 5001 )",31197,"(+/- 3560 )",7554,"(+/- 1384 )",8408,"(+/- 1810 )",8045,"(+/- 1618 )",10665,"(+/- 2073 )",16216,"(+/- 2802 )",15297,"(+/- 2149 )",8203,"(+/- 1624 )",19876,"(+/- 3795 )",10584,"(+/- 2241 )",14051,"(+/- 2025 )",24611,"(+/- 3364 )",33572,"(+/- 4157 )",18285,"(+/- 3416 )",22376,"(+/- 2678 )",27644,"(+/- 3697 )",21742,"(+/- 3302 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.9,"(+/- 0.7 )",0.5,"(+/- 0.2 )",1.0,"(+/- 0.5 )",1.8,"(+/- 0.6 )",0.8,"(+/- 0.5 )",0.9,"(+/- 0.5 )",0.9,"(+/- 0.5 )",3.9,"(+/- 1.0 )",1.0,"(+/- 0.6 )",1.3,"(+/- 0.6 )",0.6,"(+/- 0.4 )",1.0,"(+/- 1.1 )",0.6,"(+/- 0.4 )",0.7,"(+/- 0.5 )",1.0,"(+/- 0.6 )",1.1,"(+/- 0.6 )",1.1,"(+/- 0.6 )",1.0,"(+/- 0.6 )",0.6,"(+/- 0.4 )",1.0,"(+/- 0.5 )",1.0,"(+/- 0.5 )",0.9,"(+/- 0.5 )",1.6,"(+/- 0.6 )",1.6,"(+/- 0.6 )",1.1,"(+/- 0.5 )",1.1,"(+/- 0.6 )",2.3,"(+/- 0.9 )",0.9,"(+/- 0.7 )",1.3,"(+/- 0.7 )",0.8,"(+/- 0.6 )",0.9,"(+/- 0.5 )",0.3,"(+/- 0.3 )",1.3,"(+/- 0.5 )",1.7,"(+/- 0.9 )",0.9,"(+/- 0.5 )",3.3,"(+/- 0.9 )",1.3,"(+/- 0.7 )",0.5,"(+/- 0.4 )",1.4,"(+/- 0.6 )",2.3,"(+/- 1.1 )",0.5,"(+/- 0.4 )",2.0,"(+/- 0.7 )",0.9,"(+/- 0.6 )",0.5,"(+/- 0.5 )",1.1,"(+/- 0.6 )",1.9,"(+/- 1.1 )",0.3,"(+/- 0.3 )",1.7,"(+/- 0.8 )",1.2,"(+/- 0.6 )",1.4,"(+/- 0.7 )",1.5,"(+/- 1.1 )",1.1,"(+/- 0.6 )",0.8,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",3.8,"(+/- 1.2 )",3.5,"(+/- 1.2 )",2.7,"(+/- 1.0 )",6.0,"(+/- 2.0 )",3.3,"(+/- 1.1 )",2.4,"(+/- 0.8 )",2.7,"(+/- 1.3 )",3.8,"(+/- 1.4 )",5.1,"(+/- 1.3 )",1.9,"(+/- 1.1 )",4.5,"(+/- 1.6 )",3.1,"(+/- 1.2 )",3.8,"(+/- 0.9 )",4.0,"(+/- 1.3 )",4.1,"(+/- 1.0 )",3.0,"(+/- 0.9 )",3.5,"(+/- 1.1 )",7.9,"(+/- 1.4 )",2.2,"(+/- 0.9 )",4.1,"(+/- 1.3 )",3.4,"(+/- 1.1 )",3.5,"(+/- 1.4 )",4.5,"(+/- 1.6 )",5.3,"(+/- 1.6 )",5.3,"(+/- 1.8 )",4.3,"(+/- 1.4 )",2.6,"(+/- 1.2 )",4.7,"(+/- 1.0 )",3.1,"(+/- 0.9 )",3.3,"(+/- 1.0 )",4.0,"(+/- 1.4 )",2.2,"(+/- 0.8 )",5.5,"(+/- 1.3 )",4.9,"(+/- 0.9 )",3.4,"(+/- 1.2 )",5.7,"(+/- 1.5 )",5.3,"(+/- 1.0 )",3.9,"(+/- 1.4 )",2.3,"(+/- 1.2 )",2.2,"(+/- 0.7 )",3.6,"(+/- 1.3 )",4.3,"(+/- 2.0 )",3.4,"(+/- 0.9 )",2.0,"(+/- 0.8 )",6.7,"(+/- 2.3 )",4.9,"(+/- 1.4 )",4.0,"(+/- 1.0 )",6.0,"(+/- 1.7 )",7.8,"(+/- 2.0 )",3.0,"(+/- 1.4 )",3.1,"(+/- 0.9 )",5.0,"(+/- 1.4 )",5.0,"(+/- 1.6 )"
Housing,"Housing Tenure","Occupied housing units",271323,"(+/- 4250 )",285860,"(+/- 4071 )",255155,"(+/- 4336 )",286740,"(+/- 5075 )",268680,"(+/- 4533 )",281104,"(+/- 5058 )",272771,"(+/- 4418 )",228723,"(+/- 4931 )",241764,"(+/- 5129 )",238915,"(+/- 3431 )",268492,"(+/- 3908 )",331958,"(+/- 4953 )",294896,"(+/- 4649 )",255130,"(+/- 3834 )",254639,"(+/- 4766 )",217249,"(+/- 4061 )",264673,"(+/- 4555 )",271858,"(+/- 4858 )",228533,"(+/- 4498 )",231132,"(+/- 3716 )",196617,"(+/- 5271 )",250996,"(+/- 4239 )",247660,"(+/- 5415 )",257087,"(+/- 3617 )",221082,"(+/- 4585 )",227406,"(+/- 3192 )",243697,"(+/- 5093 )",295486,"(+/- 5376 )",211871,"(+/- 5838 )",282925,"(+/- 7591 )",229969,"(+/- 5252 )",202442,"(+/- 3850 )",291655,"(+/- 5400 )",257349,"(+/- 5610 )",201969,"(+/- 4384 )",277381,"(+/- 5332 )",275527,"(+/- 6417 )",203171,"(+/- 4260 )",229737,"(+/- 4246 )",179420,"(+/- 4279 )",195146,"(+/- 4360 )",236023,"(+/- 5453 )",246103,"(+/- 6575 )",191030,"(+/- 4510 )",281965,"(+/- 5257 )",194502,"(+/- 4358 )",243994,"(+/- 5978 )",264799,"(+/- 5415 )",253903,"(+/- 5839 )",245557,"(+/- 5586 )",207851,"(+/- 5888 )",287694,"(+/- 6357 )",276264,"(+/- 6263 )"
Housing,"Housing Tenure",Owner-occupied,177983,"(+/- 4316 )",178444,"(+/- 5353 )",152955,"(+/- 4593 )",214055,"(+/- 5456 )",166234,"(+/- 4634 )",134667,"(+/- 5456 )",176619,"(+/- 4665 )",140729,"(+/- 5505 )",148065,"(+/- 5069 )",143632,"(+/- 5675 )",167087,"(+/- 4493 )",115222,"(+/- 4460 )",130307,"(+/- 4514 )",149722,"(+/- 4473 )",161724,"(+/- 4945 )",101748,"(+/- 4235 )",141899,"(+/- 3850 )",159987,"(+/- 4522 )",131332,"(+/- 3578 )",125830,"(+/- 3782 )",101967,"(+/- 5012 )",152744,"(+/- 5877 )",154942,"(+/- 5452 )",144387,"(+/- 3813 )",154664,"(+/- 4178 )",139270,"(+/- 3334 )",129726,"(+/- 4111 )",99378,"(+/- 4372 )",88337,"(+/- 3843 )",145395,"(+/- 5351 )",130700,"(+/- 4809 )",115381,"(+/- 3803 )",146647,"(+/- 5053 )",51688,"(+/- 2818 )",117933,"(+/- 4172 )",192344,"(+/- 5409 )",95814,"(+/- 4597 )",126572,"(+/- 3587 )",153206,"(+/- 5180 )",59117,"(+/- 3226 )",113564,"(+/- 4366 )",169918,"(+/- 5881 )",104468,"(+/- 4653 )",92809,"(+/- 4104 )",176626,"(+/- 5314 )",81502,"(+/- 3799 )",113031,"(+/- 4830 )",147813,"(+/- 5242 )",161155,"(+/- 4901 )",155913,"(+/- 4935 )",90833,"(+/- 4458 )",153975,"(+/- 5495 )",138682,"(+/- 3903 )"
Housing,"Housing Tenure",Renter-occupied,93340,"(+/- 4994 )",107416,"(+/- 5213 )",102200,"(+/- 4427 )",72685,"(+/- 3587 )",102446,"(+/- 4969 )",146437,"(+/- 5389 )",96152,"(+/- 4375 )",87994,"(+/- 4768 )",93699,"(+/- 4114 )",95283,"(+/- 5345 )",101405,"(+/- 4257 )",216736,"(+/- 6367 )",164589,"(+/- 5014 )",105408,"(+/- 4612 )",92915,"(+/- 3962 )",115501,"(+/- 4630 )",122774,"(+/- 4327 )",111871,"(+/- 4729 )",97201,"(+/- 4409 )",105302,"(+/- 4475 )",94650,"(+/- 4727 )",98252,"(+/- 5485 )",92718,"(+/- 5667 )",112700,"(+/- 4967 )",66418,"(+/- 3595 )",88136,"(+/- 3557 )",113971,"(+/- 4709 )",196108,"(+/- 5134 )",123534,"(+/- 5509 )",137530,"(+/- 5921 )",99269,"(+/- 5058 )",87061,"(+/- 3990 )",145008,"(+/- 5880 )",205661,"(+/- 5556 )",84036,"(+/- 4177 )",85037,"(+/- 4135 )",179713,"(+/- 6601 )",76599,"(+/- 4261 )",76531,"(+/- 4083 )",120303,"(+/- 4142 )",81582,"(+/- 4155 )",66105,"(+/- 5013 )",141635,"(+/- 5807 )",98221,"(+/- 3851 )",105339,"(+/- 4386 )",113000,"(+/- 4788 )",130963,"(+/- 5813 )",116986,"(+/- 4831 )",92748,"(+/- 4316 )",89644,"(+/- 4619 )",117018,"(+/- 5235 )",133719,"(+/- 4857 )",137582,"(+/- 6726 )"
